"m","p","o"
"http://dbpedia.org/resource/Mark_Adamek","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:San_Diego_Gulls_(ECHL)_players"
"http://dbpedia.org/resource/Mark_Adamek","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Utah_Grizzlies_players"
"http://dbpedia.org/resource/Mark_Adamek","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Mark_Adamek","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_dramatists_and_playwrights"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_musical_theatre_composers"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_musical_theatre_lyricists"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Harvard_University_alumni"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Harvard_University_staff"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_composers_and_songwriters"
"http://dbpedia.org/resource/Matt_Corriel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Matt_Hilder","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Sydney"
"http://dbpedia.org/resource/Matt_Hilder","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Cronulla-Sutherland_Sharks"
"http://dbpedia.org/resource/Matt_Hilder","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Gold_Coast_Titans"
"http://dbpedia.org/resource/Matt_Hilder","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Newcastle_Knights"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rugby_league_hookers"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Australian_rugby_league_players"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rugby_league_locks"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Newcastle_Knights_players"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Cronulla-Sutherland_Sharks_players"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Gold_Coast_Titans_players"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Macquarie_Scorpions_players"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rugby_league_five-eighths"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Matt_Hilder","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Isleworth"
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Mansfield_Town_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Altrincham_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Forest_Green_Rovers_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Wales_national_under-21_football_team"
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Notts_County_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Aldershot_Town_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Lewes_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Brentford_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Bristol_Rovers_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Cambridge_United_F.C."
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_utility_players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Football_Conference_players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Isleworth"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Wales_under-21_international_footballers"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Brentford_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Aldershot_Town_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Cambridge_United_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Forest_Green_Rovers_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:The_Football_League_players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Mansfield_Town_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Bristol_Rovers_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Notts_County_F.C._players"
"http://dbpedia.org/resource/Matt_Somner","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Welsh_footballers"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Samira_Said"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Haifa_Wehbe"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Akon"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Samira_Said"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Haifa_Wehbe"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Akon"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Lebanon"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Rotana_Records"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Arabic_pop_music"
"http://dbpedia.org/resource/Melissa_(singer)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/World_music"
"http://dbpedia.org/resource/Melissa_(singer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_South_Lebanon"
"http://dbpedia.org/resource/Melissa_(singer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Lebanese_female_singers"
"http://dbpedia.org/resource/Melissa_(singer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Melissa_(singer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Iran"
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Tehran"
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Sanat_Mes_Kerman_F.C."
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/PAS_Tehran_F.C."
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Esteghlal_F.C."
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Shahin_Bushehr_F.C."
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Tractor_Sazi_F.C."
"http://dbpedia.org/resource/Meysam_Maniei","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Iran_national_football_team"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Mes_Kerman_players"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Pas_players"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Esteghlal_F.C._players"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Shahin_Bushehr_F.C._players"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Tractor_Sazi_F.C._players"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Iranian_footballers"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Iran_international_footballers"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Meysam_Maniei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Tehran"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Malaysia"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Kuala_Lumpur"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/Island_School"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/University_of_Melbourne"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/Garden_International_School"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/New_York_Film_Academy"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/nationality","http://dbpedia.org/resource/Demographics_of_Malaysia"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Television"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Michele_Lean__1"
"http://dbpedia.org/resource/Michele_Lean","http://dbpedia.org/ontology/stateOfOrigin","http://dbpedia.org/resource/Demographics_of_Malaysia"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_of_French_Polynesian_descent"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_York_Film_Academy_alumni"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Chinese_television_presenters"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Malaysian_people_of_Chinese_descent"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Michele_Lean","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Japan"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Shizuoka_Prefecture"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Shimizu_Commercial_High_School"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Hosei_University"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Kyoto_Sanga_F.C."
"http://dbpedia.org/resource/Michitaka_Akimoto","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Ventforet_Kofu"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_people_from_Shizuoka_Prefecture"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:J._League_Division_1_players"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:J._League_Division_2_players"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Kyoto_Sanga_F.C._players"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Japanese_footballers"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ventforet_Kofu_players"
"http://dbpedia.org/resource/Michitaka_Akimoto","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_defenders"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Escalon,_California"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://dbpedia.org/ontology/field","http://dbpedia.org/resource/Painting"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://dbpedia.org/ontology/nationality","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://dbpedia.org/ontology/training","http://dbpedia.org/resource/Chicago"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://dbpedia.org/ontology/training","http://dbpedia.org/resource/American_Academy_of_Art"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2010_Tonight_Show_conflict"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Lowbrow_pop_surrealism_artists"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Mike_Mitchell_(artist)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_artists"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Hamilton,_Ontario"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/knownFor","http://dbpedia.org/resource/Comedy"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/nationality","http://dbpedia.org/resource/Canadians"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Nicole_Arbour__1"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Actor"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Writer"
"http://dbpedia.org/resource/Nicole_Arbour","http://dbpedia.org/ontology/stateOfOrigin","http://dbpedia.org/resource/Canadians"
"http://dbpedia.org/resource/Nicole_Arbour","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_women_comedians"
"http://dbpedia.org/resource/Nicole_Arbour","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Hamilton,_Ontario"
"http://dbpedia.org/resource/Nicole_Arbour","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Nicole_Arbour","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Niki_Ashton","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Manitoba"
"http://dbpedia.org/resource/Niki_Ashton","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thompson,_Manitoba"
"http://dbpedia.org/resource/Niki_Ashton","http://dbpedia.org/ontology/party","http://dbpedia.org/resource/New_Democratic_Party"
"http://dbpedia.org/resource/Niki_Ashton","http://dbpedia.org/ontology/residence","http://dbpedia.org/resource/Manitoba"
"http://dbpedia.org/resource/Niki_Ashton","http://dbpedia.org/ontology/residence","http://dbpedia.org/resource/Thompson,_Manitoba"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Thompson,_Manitoba"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_people_of_English_descent"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:University_of_Manitoba_alumni"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Women_in_Manitoba_politics"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_people_of_Greek_descent"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Democratic_Party_MPs"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_women_Members_of_Parliament"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Carleton_University_alumni"
"http://dbpedia.org/resource/Niki_Ashton","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Members_of_the_House_of_Commons_of_Canada_from_Manitoba"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/P-Unit"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/P-Unit"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Nairobi"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Kenya"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/Nonini","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Genge"
"http://dbpedia.org/resource/Nonini","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Kenyan_musicians"
"http://dbpedia.org/resource/Nonini","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Nonini","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Nonthaburi_Province"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/Silpakorn_University"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Nonzee_Nimibutr__1"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_producer"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Silpathorn_Award_winners"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1962_births"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Nonzee_Nimibutr","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_producers"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Dominican_Republic"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/San_Francisco_de_Macor%C3%ADs"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Machete_Music"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Reggaeton"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Latin_hip_hop"
"http://dbpedia.org/resource/Noztra","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Synthpop"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Reggaeton_musicians"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_New_York_City"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_rappers"
"http://dbpedia.org/resource/Noztra","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Manhattan"
"http://dbpedia.org/resource/Owen_Crowe","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Halifax_Regional_Municipality"
"http://dbpedia.org/resource/Owen_Crowe","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Halifax_Regional_Municipality"
"http://dbpedia.org/resource/Owen_Crowe","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_poker_players"
"http://dbpedia.org/resource/Owen_Crowe","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Owen_Crowe","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Owen_Crowe","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Halifax,_Nova_Scotia"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Szombathely"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/People's_Republic_of_Hungary"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://dbpedia.org/ontology/party","http://dbpedia.org/resource/Fidesz"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Members_of_the_National_Assembly_of_Hungary"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Szombathely"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Fidesz_%E2%80%93_Hungarian_Civic_Union_politicians"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/P%C3%A9ter_%C3%81gh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Hungarian_politicians"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Bangkok"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/Pratt_Institute"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Pen-Ek_Ratanaruang__1"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Bangkok"
