"m","p","o"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Pratt_Institute_alumni"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Silpathorn_Award_winners"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1962_births"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Pen-Ek_Ratanaruang","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Yasothon_Province"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_actors"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_television_personalities"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1965_births"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Petchtai_Wongkamlao","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Piyapan_Choopetch__1"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Piyapan_Choopetch","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Queens"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/New_York"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Rapping"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Record_producer"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Rawkus_Records"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/Pizon","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rappers_from_New_York_City"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_York_Democrats"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Queens"
"http://dbpedia.org/resource/Pizon","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_rappers_of_Italian_descent"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Nakhon_Ratchasima_Province"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Prachya_Pinkaew__1"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_producer"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1962_births"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Art_directors"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Music_video_directors"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Prachya_Pinkaew","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_producers"
"http://dbpedia.org/resource/Ran_Dank","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Israel"
"http://dbpedia.org/resource/Ran_Dank","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Piano"
"http://dbpedia.org/resource/Ran_Dank","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Musician"
"http://dbpedia.org/resource/Ran_Dank","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Classical_music"
"http://dbpedia.org/resource/Ran_Dank","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Israeli_classical_pianists"
"http://dbpedia.org/resource/Ran_Dank","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Cleveland_International_Piano_Competition_prize-winners"
"http://dbpedia.org/resource/Ran_Dank","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Sydney_International_Piano_Competition_prize-winners"
"http://dbpedia.org/resource/Ran_Dank","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ran_Dank","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ricky_Walden","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Chester"
"http://dbpedia.org/resource/Ricky_Walden","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Chester"
"http://dbpedia.org/resource/Ricky_Walden","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:English_snooker_players"
"http://dbpedia.org/resource/Ricky_Walden","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ricky_Walden","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Roanoke,_Virginia"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Virginia"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Virginia"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singer-songwriter"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Phonograph"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/RCA_Records"
"http://dbpedia.org/resource/Ross_Copperman","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Pop_rock"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Roanoke_County,_Virginia"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_male_singers"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_singer-songwriters"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:James_Madison_University_alumni"
"http://dbpedia.org/resource/Ross_Copperman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/The_Futureheads"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/The_Futureheads"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/City_of_Sunderland"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Guitar"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Ross_Millard","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Indie_rock"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:English_rock_guitarists"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:English_vegetarians"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Sunderland,_Tyne_and_Wear"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Backing_vocalists"
"http://dbpedia.org/resource/Ross_Millard","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Greenock"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Celtic_F.C."
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Greenock_Morton_F.C."
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Tennis_Borussia_Berlin"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Rot-Weiss_Essen"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Minnesota_Thunder"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/HNK_Hajduk_Split"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Connecticut_Huskies"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Minnesota_Thunder_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2._Fu%C3%9Fball-Bundesliga_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_midfielders"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_Germany"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Greenock_Morton_F.C._players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Greenock"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Scottish_people_of_Canadian_descent"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:HNK_Hajduk_Split_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_Croatia"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Connecticut_Huskies_men's_soccer_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rot-Weiss_Essen_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Tennis_Borussia_Berlin_players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Celtic_F.C._players"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Scottish_footballers"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ryan_Thomson_(footballer_born_1982)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Groningen"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Netherlands"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/PEC_Zwolle"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/SC_Heerenveen"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Go_Ahead_Eagles"
"http://dbpedia.org/resource/Said_Bakkati","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/ADO_Den_Haag"
